97.25,1805,177,1
97.25,1805,178,1
97.25,1804,178,2
97.25,1803,177,2
97.25,1803,177,1
97.25,1802,177,1
97.25,1801,177,2
97.25,1800,177,2
97.25,1799,177,1
97.25,1798,178,1
97.00,1797,178,1
97.00,1796,177,2
97.00,1795,178,1
97.00,1794,177,1
97.00,1792,178,1
97.00,1791,177,2
96.75,1790,177,2
96.75,1789,177,1
96.75,1787,177,1
96.75,1786,179,1
96.75,1785,177,2
96.75,1784,177,2
96.50,1783,177,1
96.50,1781,177,1
96.50,1780,178,1
96.50,1779,177,2
96.50,1778,178,1
96.25,1777,177,1
96.25,1776,178,1
96.25,1774,178,2
96.25,1773,177,2
96.00,1772,177,1
96.00,1771,177,1
96.00,1770,178,1
95.75,1769,177,2
95.75,1768,177,1
95.75,1767,178,1
95.50,1766,178,1
95.50,1765,177,2
95.50,1764,177,2
95.50,1763,177,1
95.25,1762,177,1
95.25,1761,178,1
95.25,1760,178,2
95.00,1759,177,1
95.00,1758,177,1
95.00,1757,179,1
95.00,1756,177,2
94.75,1755,177,1
94.75,1754,177,1
94.75,1753,177,2
94.50,1753,178,1
94.50,1752,177,2
94.50,1751,178,1
94.25,1750,177,1
94.25,1750,178,1
94.25,1749,177,2
94.25,1748,177,2
94.00,1748,177,1
94.00,1747,177,1
94.00,1747,179,1
93.75,1746,177,2
93.75,1746,177,1
93.75,1745,177,1
93.50,1745,178,1
93.50,1745,177,2
93.50,1744,177,2
93.50,1744,177,2
93.25,1744,178,1
93.25,1743,178,1
93.25,1743,178,2
93.00,1743,177,1
93.00,1742,177,1
93.00,1742,178,1
93.00,1742,177,2
92.75,1741,177,2
92.75,1741,177,1
92.75,1740,178,1
92.50,1740,178,1
92.50,1740,177,2
92.50,1739,177,2
92.50,1739,177,1
92.25,1739,177,1
92.25,1738,178,1
92.25,1738,177,3
92.25,1738,177,1
92.00,1737,177,1
92.00,1737,179,1
92.00,1736,177,2
92.00,1736,177,2
92.00,1735,177,1
91.75,1735,177,1
91.75,1734,178,1
91.75,1733,177,2
91.75,1733,178,1
91.50,1733,177,1
91.50,1732,178,1
91.50,1731,177,2
91.50,1731,177,1
91.25,1731,177,1
91.25,1731,178,1
91.25,1730,178,2
91.25,1730,177,2
91.25,1730,177,1
91.00,1729,178,1
91.00,1729,178,1
91.00,1729,177,2
91.00,1728,177,2
90.75,1728,177,1
90.75,1728,177,1
90.75,1727,178,1
90.75,1727,178,2
90.50,1727,177,1
90.50,1727,177,1
90.50,1726,178,1
90.50,1726,177,2
90.50,1725,177,2
90.50,1725,177,1
90.25,1725,179,1
90.25,1724,178,1
90.25,1724,177,2
90.25,1723,178,1
90.00,1723,177,1
90.00,1722,178,1
90.00,1722,177,2
90.00,1722,177,1
90.00,1721,177,1
89.75,1720,177,1
89.75,1720,179,1
89.75,1720,177,2
89.75,1719,177,1
89.75,1719,177,1
89.50,1718,178,1
89.50,1718,177,2
89.50,1717,177,2
89.50,1717,178,1
89.25,1716,178,1
89.25,1715,177,2
89.25,1715,177,2
89.25,1714,177,1
89.00,1714,177,1
89.00,1713,178,1
89.00,1713,177,3
89.00,1712,177,1
89.00,1712,177,1
88.75,1711,178,1
88.75,1711,178,1
88.75,1710,177,2
88.75,1710,177,1
88.75,1710,177,1
88.50,1709,178,1
88.50,1709,177,2
88.50,1709,178,2
88.50,1708,177,1
88.25,1708,177,1
88.25,1708,177,2
88.25,1707,177,2
88.25,1707,177,1
88.00,1707,177,1
88.00,1706,179,1
88.00,1706,178,1
88.00,1706,177,2
88.00,1705,178,1
88.00,1705,177,1
87.75,1704,178,1
87.75,1704,177,2
87.75,1703,177,1
87.75,1703,177,1
87.50,1702,178,1
87.50,1702,178,2
87.50,1702,177,1
87.50,1701,177,1
87.25,1701,178,1
87.25,1701,177,2
87.25,1700,177,2
87.25,1700,177,1
87.00,1699,178,1
87.00,1699,177,2
87.00,1699,177,2
87.00,1698,178,1
86.75,1698,177,1
86.75,1697,178,1
86.75,1697,177,2
86.75,1696,177,1
86.50,1695,177,1
86.50,1695,177,1
86.50,1695,179,1
86.50,1694,177,2
86.25,1693,177,1
86.25,1693,177,1
86.25,1692,178,1
86.00,1692,177,2
86.00,1691,177,1
86.00,1691,178,1
86.00,1690,178,1
86.00,1690,177,2
85.75,1689,178,2
85.75,1688,177,1
85.75,1688,177,1
85.75,1687,178,1
85.50,1687,177,3
85.50,1686,177,2
85.50,1686,177,1
85.50,1686,179,1
85.50,1685,177,2
85.25,1685,177,2
85.25,1685,177,1
85.25,1684,177,1
85.25,1684,177,1
85.25,1683,178,1
85.00,1683,178,2
85.00,1683,177,1
85.00,1683,177,1
85.00,1682,179,1
84.75,1682,177,2
84.75,1681,177,2
84.75,1681,177,1
84.75,1680,177,2
84.75,1680,177,2
84.50,1679,177,2
84.50,1679,178,1
84.50,1678,177,1
84.50,1678,178,1
84.50,1677,177,2
84.50,1677,177,2
84.25,1676,177,1
84.25,1676,177,1
84.25,1675,178,2
84.25,1675,177,2
84.00,1674,177,1
84.00,1674,177,1
84.00,1673,178,1
84.00,1673,177,2
84.00,1673,177,2
83.75,1672,178,1
83.75,1672,177,1
83.75,1672,178,1
83.75,1671,178,2
83.75,1671,177,1
83.50,1670,177,1
83.50,1670,177,1
83.50,1670,178,1
83.50,1669,177,2
83.50,1669,177,1
83.50,1668,178,1
83.25,1667,178,1
83.25,1667,177,2
83.25,1666,177,2
83.25,1666,177,1
83.25,1665,177,1
83.25,1665,177,2
83.00,1665,178,2
83.00,1664,177,1
83.00,1664,177,1
83.00,1664,179,1
82.75,1663,177,2
82.75,1663,177,1
82.75,1662,177,1
82.75,1662,178,1
82.75,1662,177,2
82.50,1661,177,2
82.50,1661,178,1
82.50,1661,177,1
82.50,1660,177,2
82.50,1660,177,2
82.50,1660,177,1
82.25,1659,177,1
82.25,1659,178,1
82.25,1659,178,2
82.25,1659,177,2
82.25,1658,177,1
82.25,1658,177,1
82.25,1658,177,2
82.25,1658,177,2
82.25,1658,177,1
82.25,1657,177,2
82.00,1657,178,1
82.00,1657,177,2
82.00,1657,178,2
82.00,1657,177,1
82.00,1656,177,1
82.00,1656,178,1
82.00,1656,177,2
82.00,1655,177,1
82.00,1655,177,1
81.75,1654,179,1
81.75,1654,177,2
81.75,1654,177,1
81.75,1653,177,1
81.75,1653,177,1
81.75,1652,177,2
81.75,1652,177,2
81.75,1651,177,2
81.50,1651,178,1
81.50,1651,177,2
81.50,1650,178,2
81.50,1650,177,1
81.50,1649,177,1
81.50,1649,178,1
81.50,1648,177,2
81.50,1648,177,2
81.50,1648,177,1
81.25,1647,178,1
81.25,1646,178,1
81.25,1646,177,2
81.25,1645,177,1
81.25,1645,177,1
81.25,1645,178,1
81.00,1644,177,2
81.00,1644,177,2
81.00,1643,177,1
81.00,1643,177,1
81.00,1642,179,1
80.75,1642,177,2
80.75,1642,177,1
80.75,1641,177,1
80.75,1641,178,1
80.75,1641,177,2
80.50,1640,177,1
80.50,1640,178,1
80.50,1639,178,1
80.50,1639,177,2
80.50,1638,177,2
80.50,1638,177,1
80.25,1637,177,1
80.25,1637,178,1
80.25,1637,178,2
80.25,1636,177,1
80.25,1636,177,1
80.25,1635,179,1
80.25,1635,177,2
80.00,1634,177,1
80.00,1634,177,1
80.00,1633,178,1
80.00,1632,177,2
80.00,1632,177,2
80.00,1632,178,1
80.00,1631,177,1
79.75,1631,177,2
79.75,1630,177,2
79.75,1630,177,1
79.75,1630,177,1
79.75,1629,178,1
79.75,1629,178,2
79.75,1628,177,1
79.50,1628,177,1
79.50,1628,179,1
79.50,1627,177,2
79.50,1627,177,1
79.50,1626,177,1
79.50,1626,177,1
79.50,1626,177,2
79.25,1625,177,2
79.25,1625,178,1
79.25,1625,177,1
79.25,1624,178,1
79.25,1624,177,2
79.25,1624,177,1
79.00,1623,177,1
79.00,1623,178,1
79.00,1623,178,2
79.00,1622,177,2
79.00,1622,177,1
79.00,1622,179,1
79.00,1621,177,2
78.75,1621,177,2
78.75,1621,177,1
78.75,1621,177,2
78.75,1620,177,2
78.75,1620,177,2
78.75,1620,178,1
78.75,1619,177,1
78.75,1619,178,1
78.50,1619,177,2
78.50,1618,177,2
78.50,1618,177,1
78.50,1618,177,1
78.50,1617,178,2
78.50,1617,177,2
78.50,1617,177,1
78.50,1617,177,1
78.25,1616,178,1
78.25,1616,177,2
78.25,1616,177,1
78.25,1615,177,2
78.25,1615,178,1
78.25,1615,177,2
78.25,1614,178,2
78.00,1614,177,1
78.00,1614,177,1
78.00,1614,178,1
78.00,1614,177,2
78.00,1614,177,1
78.00,1614,177,1
78.00,1614,179,1
78.00,1614,177,2
77.75,1614,177,2
77.75,1614,177,1
77.75,1613,177,1
77.75,1613,177,2
77.75,1613,177,2
77.75,1613,177,2
77.50,1613,177,1
77.50,1612,178,1
77.50,1612,178,2
77.50,1612,177,2
77.50,1612,177,1
77.50,1612,177,1
77.50,1611,178,1
77.50,1611,177,2
77.25,1611,177,1
77.25,1611,178,1
77.25,1610,178,1
77.25,1610,177,2
77.25,1610,177,1
77.25,1609,177,1
77.25,1609,177,1
77.00,1609,177,2
77.00,1609,178,2
77.00,1608,177,1
77.00,1608,177,1
77.00,1608,179,1
77.00,1607,177,2
76.75,1607,177,1
76.75,1606,177,1
76.75,1606,178,1
76.75,1606,177,2
76.75,1605,177,2
76.50,1605,178,1
76.50,1605,177,1
76.50,1604,178,1
76.50,1604,177,2
76.50,1604,177,1
76.50,1603,177,1
76.50,1603,178,1
76.25,1603,178,2
76.25,1603,177,2
76.25,1602,177,1
76.25,1602,178,1
76.25,1602,178,1
76.25,1602,177,2
76.25,1601,177,2
76.25,1601,177,1
76.25,1601,177,1
76.00,1600,178,1
76.00,1600,178,2
76.00,1600,177,2
76.00,1599,177,1
76.00,1599,177,1
76.00,1599,178,1
76.00,1598,177,2
75.75,1598,177,1
75.75,1597,178,1
75.75,1597,178,1
75.75,1597,177,2
75.75,1597,177,2
75.75,1596,177,1
75.50,1596,177,1
75.50,1595,177,2
75.50,1595,177,3
75.50,1594,177,1
75.50,1594,177,1
75.50,1594,178,2
75.50,1593,177,2
75.50,1593,177,1
75.50,1592,177,1
75.50,1592,178,1
75.50,1592,177,2
75.50,1592,177,1
75.25,1591,178,1
75.25,1591,177,1
75.25,1591,178,1
75.25,1591,177,2
75.25,1591,177,1
75.25,1590,177,1
75.25,1590,178,1
75.25,1590,177,3
75.25,1590,177,2
75.25,1589,177,1
75.25,1589,178,1
75.00,1589,178,1
75.00,1589,177,2
75.00,1589,177,1
75.00,1589,177,1
75.00,1588,177,1
75.00,1588,177,2
75.00,1588,178,2
75.00,1588,177,1
75.00,1588,177,1
75.00,1588,178,1
75.00,1587,177,2
75.00,1587,177,1
75.00,1587,177,1
74.75,1587,178,1
74.75,1586,177,2
74.75,1586,177,2
74.75,1586,178,1
74.75,1586,177,1
74.75,1585,178,1
74.75,1585,177,2
74.75,1585,177,3
74.75,1585,177,1
74.75,1585,177,1
74.75,1584,178,2
74.75,1585,177,2
74.75,1584,177,1
74.50,1584,177,1
74.50,1584,177,1
74.50,1584,177,2
74.50,1584,177,2
74.50,1584,178,1
74.50,1584,177,1
74.50,1584,178,1
74.50,1583,178,2
74.50,1583,177,2
74.50,1583,177,1
74.25,1583,177,1
74.25,1583,178,2
74.25,1583,177,2
74.25,1582,177,1
74.25,1582,178,1
74.25,1582,178,1
74.25,1581,177,2
74.25,1581,177,2
74.25,1580,177,1
74.00,1580,177,1
74.00,1580,178,1
74.00,1579,178,2
74.00,1579,177,1
74.00,1579,177,1
74.00,1578,179,1
74.00,1578,177,2
74.00,1577,177,2
74.00,1577,177,1
74.00,1576,177,2
73.75,1576,178,1
73.75,1576,177,2
73.75,1575,178,2
73.75,1575,177,1
73.75,1575,177,1
73.75,1575,178,1
73.50,1574,177,2
73.50,1574,177,1
73.50,1574,177,1
73.50,1573,179,1
73.50,1573,177,2
73.50,1573,177,2
73.50,1573,177,1
73.50,1572,177,1
73.50,1572,178,1
73.50,1572,177,2
73.50,1571,178,1
73.50,1571,177,1
73.25,1571,178,1
73.25,1571,178,2
73.25,1571,177,1
73.25,1570,177,1
73.25,1570,177,1
73.25,1570,177,2
73.25,1570,177,2
73.25,1570,177,1
73.25,1570,178,1
73.25,1570,178,1
73.25,1570,177,2
73.25,1569,177,1
73.00,1569,177,1
73.00,1569,178,1
73.00,1568,177,2
73.00,1568,178,2
73.00,1568,177,1
73.00,1568,177,1
73.00,1568,179,1
73.00,1567,177,2
72.75,1567,177,1
72.75,1567,177,1
72.75,1566,178,1
72.75,1566,177,2
72.75,1565,177,2
72.75,1565,178,1
72.75,1564,177,1
72.50,1564,178,1
72.50,1563,177,2
72.50,1563,177,2
72.50,1563,177,1
72.50,1563,177,1
72.50,1562,178,2
72.50,1562,177,2
72.50,1562,177,1
72.50,1561,177,1
72.50,1561,178,1
72.50,1561,177,2
72.25,1560,177,1
72.25,1560,177,2
72.25,1560,178,1
72.25,1559,177,2
72.25,1559,178,1
72.25,1558,177,1
72.25,1558,177,1
72.25,1557,177,2
72.25,1557,177,1
72.00,1556,177,1
72.00,1556,178,1
72.00,1556,178,2
72.00,1555,177,2
72.00,1555,177,1
72.00,1554,177,1
72.00,1554,178,1
72.00,1553,177,2
72.00,1553,177,1
72.00,1552,177,2
72.00,1552,178,1
71.75,1552,177,2
71.75,1551,178,2
71.75,1550,177,1
71.75,1550,177,1
71.75,1549,178,1
71.75,1549,177,2
71.75,1548,177,1
71.50,1548,177,1
71.50,1547,179,1
71.50,1547,177,2
71.50,1547,177,2
71.50,1546,177,1
71.50,1546,177,1
71.50,1545,178,1
71.50,1545,177,2
71.50,1544,177,2
71.50,1544,177,1
71.25,1544,178,1
71.25,1544,178,2
71.25,1543,177,2
71.25,1543,177,1
